1,0.166317,0.165300
2,0.100000,0.100000
3,0.805533,0.785200
4,0.811283,0.794800
5,0.336867,0.335200
6,0.807500,0.792500
7,0.847833,0.825300
8,0.859950,0.836900
9,0.861833,0.839800
10,0.847850,0.825300
11,0.870650,0.845800
12,0.874167,0.850900
13,0.869833,0.845500
14,0.868533,0.842800
15,0.876817,0.855600
16,0.876650,0.852700
17,0.875183,0.855200
18,0.874483,0.846500
19,0.877033,0.849000
20,0.870050,0.841800
21,0.869667,0.844600
22,0.883367,0.853400
23,0.887633,0.858900
24,0.860500,0.834900
25,0.876283,0.853200
26,0.888217,0.858200
27,0.876633,0.851600
28,0.893517,0.868600
29,0.890483,0.864300
30,0.893517,0.867300
31,0.888433,0.861000
32,0.873917,0.848900
33,0.888983,0.862900
34,0.897200,0.868000
35,0.895567,0.868100
36,0.891233,0.864800
37,0.886050,0.864600
38,0.893000,0.862300
39,0.893533,0.866600
40,0.892850,0.862200
41,0.899200,0.868500
42,0.897283,0.867000
43,0.897450,0.868000
44,0.900617,0.869000
45,0.900267,0.865900
46,0.902650,0.872500
47,0.899183,0.871200
48,0.903817,0.873300
49,0.898200,0.870500
50,0.903200,0.866500
51,0.900100,0.864300
52,0.896017,0.864800
53,0.901083,0.869600
54,0.904000,0.873700
55,0.899300,0.870100
56,0.901317,0.870800
57,0.894050,0.863000
58,0.904350,0.874100
59,0.901150,0.872700
60,0.895767,0.871000
61,0.909933,0.877400
62,0.902100,0.870300
63,0.904967,0.873200
64,0.901333,0.871100
65,0.906183,0.875200
66,0.904133,0.873900
67,0.900633,0.874500
68,0.905650,0.869000
69,0.897583,0.866700
70,0.897217,0.865000
71,0.906850,0.872700
72,0.903900,0.871100
73,0.902833,0.875600
74,0.908383,0.876200
75,0.907850,0.877400
76,0.906017,0.874400
77,0.896417,0.862500
78,0.904850,0.874900
79,0.909933,0.879000
80,0.908000,0.877000
81,0.900533,0.872100
82,0.896717,0.866800
83,0.907600,0.877700
84,0.910733,0.877700
85,0.900400,0.865500
86,0.906833,0.874500
87,0.903833,0.872400
88,0.904433,0.871900
89,0.910467,0.872800
90,0.906017,0.876200
91,0.909833,0.877500
92,0.904583,0.870800
93,0.901217,0.870000
94,0.903867,0.874100
95,0.906683,0.875900
96,0.905400,0.873900
97,0.908733,0.875100
98,0.904633,0.873000
99,0.911950,0.879900
100,0.911950,0.878100
101,0.904050,0.873600
102,0.903533,0.872800
103,0.907250,0.874900
104,0.905383,0.872500
105,0.914267,0.879900
106,0.908333,0.879200
107,0.910483,0.877600
108,0.905400,0.874600
109,0.909650,0.878800
110,0.912250,0.877300
111,0.909717,0.877900
112,0.906683,0.874400
113,0.909617,0.876200
114,0.908850,0.879900
115,0.904200,0.871400
116,0.908217,0.876300
117,0.911750,0.878000
118,0.903917,0.869800
119,0.909200,0.875800
120,0.914083,0.880700
121,0.909583,0.877700
122,0.909367,0.877600
123,0.908567,0.872400
124,0.907183,0.873600
125,0.908050,0.876100
126,0.913267,0.881200
127,0.912083,0.878800
128,0.911367,0.875700
129,0.907967,0.873200
130,0.904250,0.872900
131,0.907350,0.876600
132,0.908550,0.872400
133,0.906233,0.876300
134,0.910100,0.872100
135,0.911350,0.880100
136,0.908717,0.875400
137,0.903500,0.868600
138,0.915400,0.885200
139,0.905317,0.874500
140,0.914967,0.880200
141,0.903600,0.871800
142,0.914250,0.882200
143,0.914367,0.882900
144,0.908300,0.875700
145,0.906350,0.868900
146,0.909683,0.877700
147,0.908850,0.878000
148,0.915850,0.880700
149,0.913217,0.883500
150,0.914567,0.885000
151,0.911050,0.878300
152,0.911417,0.874700
153,0.905700,0.874700
154,0.907067,0.875100
155,0.916250,0.882100
156,0.914417,0.883600
157,0.914600,0.880500
158,0.906933,0.877200
159,0.913483,0.880600
160,0.911467,0.877700
161,0.908033,0.877200
162,0.913400,0.878400
163,0.910167,0.878000
164,0.907500,0.874200
165,0.912517,0.877800
166,0.912567,0.878700
167,0.907400,0.874700
168,0.912867,0.878700
169,0.916033,0.879600
170,0.912450,0.876900
171,0.913350,0.875500
172,0.911533,0.879000
173,0.912733,0.877700
174,0.915883,0.885600
175,0.910317,0.876100
176,0.913383,0.880100
177,0.908033,0.878100
178,0.914067,0.882600
179,0.903317,0.871100
180,0.909533,0.873100
181,0.910967,0.878400
182,0.915100,0.881300
183,0.912150,0.882300
184,0.913383,0.881100
185,0.913950,0.880300
186,0.912383,0.875900
187,0.912450,0.878800
188,0.911917,0.879500
189,0.910350,0.877100
190,0.913967,0.882100
191,0.909483,0.874900
192,0.916633,0.882100
193,0.915933,0.885700
194,0.909383,0.874200
195,0.913883,0.882200
196,0.913800,0.880100
197,0.912883,0.883200
198,0.908733,0.878200
199,0.905650,0.872100
200,0.911750,0.880700
201,0.912250,0.880700
202,0.913917,0.881300
203,0.913900,0.876600
204,0.909300,0.873500
205,0.917417,0.881500
206,0.913100,0.881700
207,0.915550,0.877800
208,0.909650,0.873900
209,0.910783,0.877000
210,0.911817,0.880600
211,0.913417,0.882400
212,0.916017,0.880800
213,0.913700,0.878200
214,0.912900,0.879400
215,0.914283,0.882300
216,0.912550,0.875900
217,0.909700,0.880800
218,0.915033,0.878100
219,0.907817,0.872900
220,0.913683,0.883900
221,0.917883,0.886300
222,0.911717,0.877600
223,0.909317,0.879800
224,0.914483,0.882100
225,0.916567,0.883000
226,0.908083,0.877100
227,0.912833,0.881000
228,0.911633,0.879300
229,0.912900,0.875000
230,0.914500,0.878400
231,0.913567,0.879800
232,0.914217,0.882300
233,0.907750,0.876500
234,0.911467,0.880900
235,0.908183,0.878900
236,0.911700,0.875000
237,0.913117,0.879000
238,0.913233,0.876000
239,0.912833,0.878400
240,0.914750,0.882900
241,0.911967,0.881300
242,0.911933,0.880300
243,0.909767,0.876500
244,0.913983,0.882700
245,0.909467,0.875200
246,0.913067,0.880800
247,0.910950,0.880900
248,0.916233,0.886100
249,0.917767,0.886400
250,0.912017,0.876300
251,0.909400,0.877500
252,0.911167,0.879200
253,0.917683,0.880700
254,0.906583,0.874700
255,0.917700,0.882400
256,0.911900,0.877300
257,0.904750,0.872600
258,0.913733,0.880600
259,0.910367,0.876500
260,0.906550,0.874300
261,0.912117,0.877800
262,0.914700,0.878200
263,0.910183,0.876800
264,0.907517,0.873900
265,0.918617,0.882800
266,0.916617,0.880800
267,0.919700,0.884500
268,0.909083,0.874300
269,0.917850,0.885400
270,0.916083,0.881200
271,0.911383,0.876600
272,0.919083,0.883600
273,0.916450,0.881900
274,0.914217,0.882500
275,0.916183,0.878000
276,0.912683,0.880800
277,0.917183,0.884800
278,0.913100,0.883000
279,0.913067,0.882600
280,0.908100,0.872300
281,0.913650,0.882500
282,0.904233,0.872100
283,0.919050,0.885700
284,0.916800,0.883200
285,0.916800,0.883600
286,0.915333,0.882300
287,0.907600,0.876900
288,0.916783,0.885300
289,0.914250,0.884500
290,0.916117,0.883400
291,0.911383,0.879600
292,0.917150,0.882700
293,0.917200,0.880800
294,0.911367,0.875700
295,0.911417,0.874400
296,0.911367,0.877700
297,0.909617,0.874700
298,0.917550,0.880600
299,0.906617,0.873200
300,0.912100,0.881500
301,0.912700,0.880900
302,0.914067,0.878700
303,0.914450,0.878600
304,0.913083,0.877500
305,0.919900,0.887000
306,0.915700,0.881400
307,0.913600,0.878700
308,0.911633,0.879000
309,0.903800,0.867500
310,0.906200,0.870100
311,0.916600,0.883100
312,0.913600,0.877800
313,0.918400,0.881500
314,0.904017,0.868000
315,0.914500,0.879500
316,0.913867,0.881300
317,0.917883,0.887900
318,0.913667,0.878400
319,0.907700,0.872500
320,0.911683,0.877400
321,0.911600,0.880400
322,0.913583,0.878600
323,0.913667,0.878900
324,0.910317,0.876400
325,0.916483,0.881000
326,0.917350,0.884000
327,0.909567,0.877100
328,0.915200,0.878000
329,0.917983,0.878200
330,0.914617,0.881700
331,0.914900,0.883400
332,0.912683,0.877500
333,0.919800,0.884900
334,0.919517,0.882100
335,0.903950,0.872300
336,0.915783,0.882100
337,0.918517,0.883800
338,0.912633,0.876800
339,0.912633,0.874400
340,0.917250,0.884900
341,0.897300,0.866000
342,0.915383,0.880200
343,0.911433,0.879400
344,0.914350,0.877100
345,0.914700,0.881500
346,0.913967,0.882500
347,0.915433,0.883500
348,0.910367,0.873300
349,0.916533,0.885300
350,0.914883,0.881200
351,0.919750,0.884600
352,0.898100,0.861900
353,0.916900,0.881100
354,0.915450,0.882500
355,0.913733,0.879800
356,0.906100,0.871400
357,0.919700,0.883000
358,0.909167,0.870500
359,0.918183,0.884200
360,0.917250,0.886800
361,0.913883,0.880900
362,0.916600,0.884000
363,0.918100,0.879600
364,0.913567,0.880600
365,0.906117,0.875400
366,0.911717,0.880300
367,0.916567,0.880700
368,0.917100,0.883600
369,0.903483,0.868600
370,0.912350,0.877000
371,0.913483,0.878600
372,0.901867,0.873600
373,0.912533,0.879700
374,0.916917,0.883300
375,0.913400,0.880100
376,0.912517,0.877300
377,0.919267,0.883900
378,0.916933,0.881600
379,0.918050,0.887000
380,0.917500,0.882100
381,0.913850,0.880400
382,0.916317,0.883300
383,0.917400,0.881800
384,0.916700,0.880600
385,0.918617,0.885600
386,0.913483,0.882500
387,0.909983,0.876400
388,0.910150,0.875300
389,0.917900,0.883400
390,0.913433,0.881900
391,0.911217,0.878300
392,0.912950,0.875400
393,0.915367,0.884500
394,0.907517,0.874400
395,0.911217,0.874600
396,0.914183,0.879400
397,0.918917,0.887100
398,0.909617,0.876900
399,0.918433,0.883500
400,0.915300,0.881300
401,0.915867,0.880200
402,0.911617,0.870700
403,0.908500,0.875800
404,0.914283,0.882500
405,0.913600,0.880600
406,0.912033,0.880500
407,0.915267,0.883500
408,0.915767,0.881600
409,0.917850,0.884100
410,0.913050,0.880900
411,0.918350,0.886100
412,0.909450,0.873100
413,0.914883,0.880700
414,0.916233,0.881800
415,0.916450,0.882000
416,0.915667,0.883000
417,0.917600,0.884000
418,0.916417,0.881600
419,0.918867,0.886000
420,0.913550,0.879100
421,0.915850,0.878100
422,0.919333,0.884400
423,0.917967,0.889100
424,0.913117,0.875600
425,0.915167,0.879900
426,0.918067,0.883400
427,0.907633,0.872500
428,0.921050,0.884500
429,0.915200,0.882300
430,0.899517,0.867600
431,0.915683,0.884700
432,0.915717,0.883200
433,0.921667,0.887300
434,0.916933,0.882400
435,0.913417,0.880900
436,0.918350,0.881200
437,0.919400,0.884800
438,0.911850,0.878900
439,0.919750,0.884200
440,0.914500,0.878500
441,0.919883,0.881300
442,0.912417,0.878300
443,0.921267,0.887600
444,0.917567,0.880800
445,0.913450,0.881300
446,0.909400,0.873700
447,0.913383,0.878600
448,0.913800,0.876900
449,0.913500,0.882000
450,0.914617,0.880100
451,0.910183,0.877300
452,0.910517,0.872500
453,0.917150,0.883700
454,0.915517,0.880700
455,0.918950,0.884200
456,0.914733,0.880900
457,0.918500,0.882600
458,0.916967,0.883300
459,0.917250,0.883500
460,0.914067,0.879800
461,0.909167,0.877400
462,0.919933,0.883500
463,0.917150,0.880700
464,0.914750,0.883000
465,0.918000,0.882600
466,0.915817,0.883400
467,0.914883,0.881200
468,0.913417,0.877300
469,0.918150,0.881700
470,0.911883,0.881500
471,0.910233,0.877600
472,0.910700,0.878300
473,0.913517,0.876300
474,0.916967,0.884700
475,0.915500,0.880800
476,0.909050,0.877000
477,0.914917,0.881300
478,0.909850,0.880500
479,0.914383,0.878500
480,0.916400,0.883800
481,0.916867,0.883400
482,0.917733,0.886400
483,0.916850,0.881300
484,0.910817,0.878600
485,0.913200,0.878900
486,0.918833,0.883900
487,0.918550,0.883400
488,0.920033,0.885700
489,0.914233,0.879900
490,0.912817,0.877500
491,0.918483,0.881100
492,0.918000,0.883400
493,0.919350,0.883600
494,0.916367,0.883300
495,0.920183,0.882400
496,0.917183,0.884100
497,0.914783,0.882900
498,0.913817,0.879000
499,0.918900,0.887600
500,0.915800,0.883000
501,0.917650,0.885300
502,0.911217,0.876700
503,0.917783,0.884100
504,0.917567,0.886500
505,0.917250,0.884400
506,0.916733,0.880500
507,0.922250,0.887900
508,0.917117,0.884500
509,0.920300,0.888100
510,0.917683,0.884100
511,0.916000,0.884900
512,0.918583,0.885500
513,0.911267,0.879800
514,0.917517,0.883600
515,0.919933,0.883600
516,0.916817,0.881600
517,0.920383,0.883300
518,0.913650,0.876000
519,0.911033,0.876700
520,0.918700,0.885800
521,0.917300,0.883600
522,0.922633,0.888500
523,0.916450,0.882000
524,0.917583,0.883000
525,0.912067,0.879600
526,0.915633,0.881500
527,0.911067,0.879300
528,0.921717,0.882400
529,0.914250,0.874600
530,0.915000,0.879400
531,0.914200,0.881800
532,0.916667,0.882600
533,0.915633,0.882600
534,0.917833,0.886200
535,0.914900,0.883400
536,0.917683,0.883300
537,0.916517,0.884400
538,0.914083,0.882000
539,0.915483,0.882100
540,0.915967,0.883400
541,0.917100,0.883100
542,0.917400,0.884300
543,0.914717,0.878600
544,0.907217,0.874400
545,0.919350,0.886000
546,0.920317,0.881200
547,0.916967,0.881800
548,0.910100,0.875700
549,0.912883,0.882800
550,0.918617,0.882100
551,0.919817,0.884000
552,0.913583,0.878100
553,0.913483,0.880100
554,0.908333,0.874900
555,0.919767,0.887900
556,0.911850,0.877000
557,0.913033,0.876600
558,0.910467,0.877300
559,0.921550,0.886300
560,0.913133,0.878900
561,0.918600,0.883000
562,0.913933,0.878100
563,0.921600,0.887200
564,0.919233,0.884500
565,0.906317,0.873700
566,0.913600,0.884100
567,0.920433,0.885500
568,0.912417,0.876700
569,0.915750,0.881100
570,0.913717,0.881000
571,0.917617,0.879000
572,0.920367,0.886200
573,0.911633,0.880000
574,0.915517,0.885400
